	wl	abs
0	401.618077911467	0.17561069572104548
1	402.17506892111606	0.17371230643919588
2	402.73205993076505	0.16938068590588617
3	403.2890509404141	0.1688523211142079
4	403.8460419500631	0.1680439892794232
5	404.40303295971216	0.1627313238179633
6	404.96002396936115	0.15812346606557415
7	405.5170149790102	0.15946710828420718
8	406.0740059886592	0.15432293332877167
9	406.6309969983082	0.15040562338279062
10	407.18798800795724	0.14624025491689596
11	407.7449790176063	0.1429427991008163
12	408.3019700272553	0.14345706314096196
13	408.8589610369043	0.13864952270077469
14	409.41595204655334	0.13836131527078432
15	409.9729430562024	0.13809162792495577
16	410.5299340658514	0.13704705664228167
17	411.0869250755004	0.13064524934267419
18	411.64391608514944	0.13124683185131847
19	412.2009070947985	0.12861249446178347
20	412.75789810444746	0.1267783591006335
21	413.3148891140965	0.12447251565860573
22	413.87188012374554	0.12020704679377081
23	414.4288711333946	0.12173287431367474
24	414.98586214304356	0.1151634802980801
25	415.5428531526926	0.11384558981533632
26	416.09984416234164	0.11263775921736197
27	416.6568351719906	0.11077090317821914
28	417.21382618163966	0.11225038762776762
29	417.7708171912887	0.10768269276893983
30	418.32780820093774	0.09366528086033132
31	418.8847992105867	0.09910371581459043
32	419.44179022023576	0.10368586058611418
33	419.9987812298848	0.09830692027712562
34	420.5557722395338	0.09880926643271959
35	421.1127632491828	0.09807591905837976
36	421.66975425883186	0.09901337285288703
37	422.2267452684809	0.1016427808707352
38	422.7837362781299	0.09925295153903835
39	423.3407272877789	0.09628412627593863
40	423.89771829742796	0.09779822294458462
41	424.454709307077	0.09883594969132847
42	425.011700316726	0.09724241319920446
43	425.568691326375	0.09631511463672005
44	426.12568233602406	0.09724798804897072
45	426.68267334567304	0.09905164934292832
46	427.2396643553221	0.09734997850942695
47	427.7966553649711	0.09775802451513216
48	428.35364637462015	0.0990467925950187
49	428.91063738426914	0.09516002701299242
50	429.4676283939182	0.09633225591510008
51	430.0246194035672	0.0952366909572151
52	430.58161041321625	0.0977931992593839
53	431.13860142286524	0.09908957663733098
54	431.6955924325143	0.09844578710441265
55	432.2525834421633	0.0987170653649041
56	432.8095744518123	0.09621083747592274
57	433.36656546146133	0.09616390132838992
58	433.9235564711104	0.09708893562682297
59	434.48054748075936	0.09957190703960905
60	435.0375384904084	0.09871241310213774
61	435.59452950005743	0.09760816021362917
62	436.1515205097065	0.09705098948552426
63	436.70851151935545	0.09773952036483391
64	437.2655025290045	0.09606092992338655
65	437.82249353865353	0.09651184557328096
66	438.37948454830257	0.09705288779912635
67	438.93647555795155	0.09558328430141261
68	439.4934665676006	0.09548505563493981
69	440.05045757724963	0.09793997649726838
70	440.6074485868986	0.09571114234859279
71	441.16443959654765	0.09663983563793854
72	441.7214306061967	0.09744177423913625
73	442.27842161584573	0.09679164228120385
74	442.8354126254947	0.09884190995730702
75	443.39240363514375	0.09853088463407444
76	443.9493946447928	0.09760432015793064
77	444.50638565444183	0.09913047823357801
78	445.0633766640908	0.100629024183577
79	445.62036767373985	0.10172009101237278
80	446.1773586833889	0.10294982948564124
81	446.73434969303787	0.10587266254007899
82	447.2913407026869	0.10544525577290487
83	447.84833171233595	0.10517670684157876
84	448.40532272198493	0.10666185063195499
85	448.96231373163397	0.1081786427574275
86	449.519304741283	0.11068569812551698
87	450.07629575093205	0.11089992670294901
88	450.63328676058103	0.11157452004214319
89	451.19027777023007	0.11254561838021016
90	451.7472687798791	0.11251413188987014
91	452.30425978952815	0.11438822419995742
92	452.8612507991771	0.11542422731241475
93	453.41824180882617	0.11515095991589253
94	453.9752328184752	0.11724286295245767
95	454.5322238281242	0.11808604061033212
96	455.0892148377732	0.11754643544901566
97	455.64620584742227	0.11929824999199612
98	456.2031968570713	0.12154409958167056
99	456.7601878667203	0.12436331140583368
100	457.3171788763693	0.12349587530334338
101	457.87416988601836	0.12497729140510938
102	458.4311608956674	0.12568587905590878
103	458.9881519053164	0.1262396722230168
104	459.5451429149654	0.12809546143498762
105	460.10213392461446	0.129194912899392
106	460.65912493426345	0.12979640615692978
107	461.2161159439125	0.129112855278941
108	461.7731069535615	0.12914297622427773
109	462.3300979632105	0.1291760962188817
110	462.88708897285954	0.13004005757963788
111	463.4440799825086	0.1285461840305956
112	464.0010709921576	0.12864476680984283
113	464.55806200180666	0.12927739964570228
114	465.11505301145564	0.1282441281097575
115	465.6720440211047	0.12819610060257236
116	466.2290350307537	0.12656727096752063
117	466.7860260404027	0.1260952143400894
118	467.34301705005174	0.1246060831262753
119	467.9000080597008	0.1250569167636284
120	468.45699906934976	0.12410215955115
121	469.0139900789988	0.12373552065753124
122	469.57098108864784	0.12276543703466625
123	470.1279720982969	0.12160108797453673
124	470.68496310794586	0.1219528221645716
125	471.2419541175949	0.12087157400081783
126	471.79894512724394	0.12025866545256447
127	472.355936136893	0.11910659261477208
128	472.91292714654196	0.12046990812384406
129	473.469918156191	0.12148394655282913
130	474.02690916584004	0.12162614738658073
131	474.583900175489	0.12243972788857715
132	475.14089118513806	0.12224031380770939
133	475.6978821947871	0.12416840767814763
134	476.2548732044361	0.12449650723517158
135	476.8118642140851	0.12613170322401024
136	477.36885522373416	0.1272218939231573
137	477.9258462333832	0.1294681296954564
138	478.48283724303224	0.1308647672544594
139	479.0398282526812	0.13333995065960413
140	479.59681926233026	0.13441847123290196
141	480.1538102719793	0.13706750120151556
142	480.7108012816283	0.13986802619287608
143	481.2677922912773	0.14094577155762056
144	481.82478330092636	0.14170185708608318
145	482.38177431057534	0.1456885341985411
146	482.9387653202244	0.1467823131195941
