	wl	Excit	Excit-Err	set
90	400.0	343.68233643504624	20.75245864214363	C3C23
89	402.0	331.96671119742985	20.987597418663565	C3C23
88	404.0	291.34483925492304	19.99528970188679	C3C23
87	406.0	292.7420234936504	20.670038689629727	C3C23
86	408.0	265.7068860510306	18.252410179584366	C3C23
85	410.0	245.4775456595839	19.382556692956957	C3C23
84	412.0	233.84248803128594	17.381939127003875	C3C23
83	414.0	216.72892983173637	18.24101070527063	C3C23
82	416.0	221.0996499459354	17.926405172734274	C3C23
81	418.0	195.8886317817495	18.29931763850911	C3C23
80	420.0	194.95794882089015	17.022324908122425	C3C23
79	422.0	179.03189235671454	16.16374425555944	C3C23
78	424.0	185.78002988971198	16.80961791115552	C3C23
77	426.0	180.7544805973758	17.196911011411597	C3C23
76	428.0	176.60015308641508	16.825779470200015	C3C23
75	430.0	175.77992761564568	17.59715917166737	C3C23
74	432.0	187.59468657327648	15.491864113597064	C3C23
73	434.0	177.00417584598952	16.551582162545635	C3C23
72	436.0	174.75308550906584	15.298240188320511	C3C23
71	438.0	185.6138119256878	14.853523236099589	C3C23
70	440.0	185.44995083775603	15.217000279893165	C3C23
69	442.0	199.00133229380407	14.233640499330335	C3C23
68	444.0	198.3320329347271	15.526745947826974	C3C23
67	446.0	210.11909091264823	15.688776493444871	C3C23
66	448.0	210.768794972761	13.416358721993552	C3C23
65	450.0	215.15017686914004	12.869796988088023	C3C23
64	452.0	229.58751236859538	13.403728371748002	C3C23
63	454.0	241.1394206802201	13.105059323793474	C3C23
62	456.0	248.62685638428576	13.534110716733332	C3C23
61	458.0	262.443403255766	13.238889027498631	C3C23
60	460.0	268.7200525136682	12.061046345569885	C3C23
59	462.0	281.2654970208849	12.146873547884535	C3C23
58	464.0	269.5376403135786	11.907553019194483	C3C23
57	466.0	280.96914394754623	11.188288317440948	C3C23
56	468.0	277.16254257155884	10.51696529566526	C3C23
55	470.0	270.2831848607309	11.448710865510657	C3C23
54	472.0	280.3961038660738	11.338636727100507	C3C23
53	474.0	280.6026462885572	12.003224982385934	C3C23
52	476.0	287.8753515116619	13.889691090486936	C3C23
51	478.0	298.3381130463691	13.220012591400675	C3C23
50	480.0	315.2364188856552	13.526707271647322	C3C23
211	480.0	336.46747350469957	13.849756522229269	FES750
49	482.0	326.06854502710206	12.573835847813505	C3C23
210	482.0	344.0770281117538	11.217196903398868	FES750
209	484.0	389.0414648221729	10.752654870428326	FES750
48	484.0	349.2304374335611	13.838774751495738	C3C23
47	486.0	361.9525476926785	15.545511736966995	C3C23
208	486.0	389.8610652518495	10.734125371315063	FES750
46	488.0	390.4052247353465	15.92667730371263	C3C23
207	488.0	417.5462169980056	10.93315452206812	FES750
45	490.0	406.55070727614884	15.388176961745723	C3C23
206	490.0	452.3473977058448	11.903083747255033	FES750
44	492.0	407.97285246451787	16.89716613041582	C3C23
205	492.0	449.7043041918806	11.561611948895525	FES750
43	494.0	419.63729928949766	16.2072319704215	C3C23
204	494.0	444.725787248999	11.728075123125187	FES750
203	496.0	440.6388521131125	12.04454361344961	FES750
42	496.0	424.91160635007583	16.483709366294775	C3C23
41	498.0	421.637609165658	16.817569450498024	C3C23
202	498.0	451.1461193063098	12.593710586138558	FES750
40	500.0	417.43645697773223	18.88261996930665	C3C23
201	500.0	444.0325216933332	11.958104891005286	FES750
39	502.0	408.03298471609367	16.535439575457175	C3C23
200	502.0	427.608027477358	11.900315239446536	FES750
199	504.0	406.64345246495026	10.74184621785512	FES750
38	504.0	391.28147722503803	16.73612399753795	C3C23
198	506.0	396.52674506457333	11.314433350078309	FES750
37	506.0	380.4944449736777	15.963748042847362	C3C23
197	508.0	390.87249862467473	10.369542888316532	FES750
36	508.0	366.3036328955959	17.608889401846085	C3C23
196	510.0	373.0015700144384	10.341185072596346	FES750
35	510.0	360.62647986142434	16.295932286410576	C3C23
34	512.0	353.94688126868914	15.729138046128964	C3C23
195	512.0	361.5697904441075	9.177800455223775	FES750
194	514.0	365.467532534447	9.536890911368609	FES750
33	514.0	353.85807346287777	15.888909436244312	C3C23
193	516.0	369.9814354691122	9.401391954395992	FES750
32	516.0	365.05757811482397	16.412269886897853	C3C23
192	518.0	390.8723240458953	10.263757371710845	FES750
31	518.0	378.090820076363	15.462381852159655	C3C23
191	520.0	403.55165429175275	10.512669011119288	FES750
30	520.0	411.0428997642172	17.717560041424594	C3C23
190	522.0	423.04733682890554	10.951296426993895	FES750
29	522.0	437.50269282766396	16.35912644856084	C3C23
189	524.0	436.6415582948015	11.401941163040481	FES750
28	524.0	449.1229389891861	17.537030434152705	C3C23
27	526.0	473.6575461563455	18.782422785984394	C3C23
